Catalog,Type,GaiaDR3,RA,DEC,Gmag,Bp-Rp,Voff(km/s),Sep(deg),3D(pc),Vr(pred),Vr(obs),Vrerr,Plx(mas),SpT,FnuvJ,W1-W3,RUWE,XCrate,RVsrc,PMRApred,PMDecpred,PMRA,PMRAerr,PMDec,PMDecerr,rank_score
Gaia,DR3,5592015812733527424,114.0166607,-32.8120469,18.367,2.321,1.014,3.3984,23.9599,18.42,,,2.7,M2.4,,,1.055,,,-8.997,4.676,-8.845,0.139,4.119,0.148,1
Gaia,DR3,5590161722591972096,108.6261645,-36.1555286,19.797,2.763,4.546,2.5662,21.0341,19.04,,,2.729,M3.6,,,1.054,,,-7.973,5.809,-8.188,0.362,8.415,0.429,1
Gaia,DR3,5602680594486628992,107.8927874,-34.1844824,14.443,1.393,2.726,1.9051,18.3187,19.52,13.92,7.0,2.549,K4.6,,,0.971,,Gaia_DR3,-7.3,5.124,-6.431,0.017,6.302,0.02,1
Gaia,DR3,5588086772351425280,114.1820945,-35.4069894,19.667,2.883,1.831,3.6178,24.994,17.99,,,2.693,M3.9,,,0.967,,,-9.005,5.117,-8.031,0.319,4.757,0.378,1
Gaia,DR3,5592900094966521984,111.0517453,-31.6766758,12.862,1.061,0.833,2.3647,15.8235,19.25,13.55,8.61,2.623,K1.8,,,1.426,,Gaia_DR3,-8.156,4.568,-8.1,0.017,5.025,0.019,1
Gaia,DR3,5592895868718886400,110.8135554,-31.738505,13.969,1.297,1.127,2.2497,16.0107,19.29,38.44,4.01,2.598,K3.8,,,0.991,,Gaia_DR3,-8.033,4.555,-7.926,0.015,3.946,0.015,1
Gaia,DR3,5591510617201013632,111.9163472,-34.6808451,19.232,3.209,2.0,1.6295,15.7188,18.61,,,2.56,M4.6,,,1.006,,,-8.131,4.929,-9.203,0.218,4.805,0.247,1
Gaia,DR3,5589883958468025600,110.0128164,-35.9042422,18.423,3.255,1.275,1.9861,14.5477,18.8,,,2.682,M4.7,,,0.98,,,-8.128,5.55,-7.407,0.138,5.565,0.154,1
Gaia,DR3,5591618919100214528,112.0486354,-33.8256535,19.473,3.074,3.158,1.5624,11.9972,18.71,,,2.596,M4.3,,,1.03,,,-8.269,4.835,-6.619,0.302,4.323,0.3,1
Gaia,DR3,5592762548628967680,110.4891944,-32.1910844,8.854,-0.071,0.483,1.7517,11.968,19.3,18.89,2.86,2.617,B8.9,,,1.005,,Gaia_DR3,-8.027,4.696,-8.15,0.022,4.933,0.027,1
Gaia,DR3,5592452696802088832,111.180914,-33.3922994,14.816,1.637,0.37,0.9942,11.5324,18.97,30.36,5.36,2.573,K5.6,,,1.779,,Gaia_DR3,-8.026,4.782,-8.159,0.029,4.932,0.034,1
Gaia,DR3,5604742522388106496,109.9720956,-32.4117543,15.459,2.099,2.018,1.5197,13.4146,19.38,24.27,9.01,2.701,M1.0,,,5.314,,Gaia_DR3,-8.175,4.928,-9.112,0.119,5.593,0.133,1
Gaia,DR3,5590532051850776832,108.3934211,-35.2263554,11.774,0.703,2.831,1.9599,13.4343,19.24,21.26,3.99,2.663,F8.4,,,0.854,,Gaia_DR3,-7.732,5.513,-6.573,0.01,6.6,0.013,1
Gaia,DR3,5592857591969194880,110.6304999,-32.1260403,13.669,1.186,1.964,1.8372,15.8646,19.28,-17.53,5.64,2.569,K2.7,,,2.455,,Gaia_DR3,-7.906,4.587,-8.461,0.026,5.494,0.031,1
Gaia,DR3,5591002952066841216,109.4142163,-34.0193632,18.841,2.995,3.045,0.6346,13.4456,19.24,,,2.729,M4.1,,,1.005,,,-8.141,5.335,-9.893,0.16,5.348,0.18,1
Gaia,DR3,5592860890504137088,110.4130858,-32.0703803,14.185,1.336,0.684,1.8631,13.4663,19.33,-55.55,5.16,2.601,K4.1,,,0.971,,Gaia_DR3,-7.961,4.65,-8.15,0.014,4.974,0.015,1
Gaia,DR3,5603528627190488960,108.7214304,-31.8839338,10.34,0.293,2.84,2.3737,15.9931,19.72,16.38,4.52,2.618,A6.4,,,0.821,,Gaia_DR3,-7.67,4.769,-6.539,0.012,5.854,0.013,1
Gaia,DR3,5592808663701148928,111.332071,-32.2082948,12.16,0.734,0.645,1.9712,14.4393,19.11,20.15,2.47,2.682,F9.3,,,0.829,,Gaia_DR3,-8.398,4.75,-8.045,0.008,4.845,0.009,1
Gaia,DR3,5604745546045121408,109.8629827,-32.3951262,17.596,2.86,0.658,1.5487,11.4402,19.4,,,2.673,M3.8,,,1.012,,,-8.07,4.883,-7.746,0.079,5.065,0.092,1
Gaia,DR3,5591300855300593408,112.4547226,-34.9968915,14.366,1.338,0.882,2.1684,14.4383,18.44,17.09,3.37,2.65,K4.2,,,0.957,,Gaia_DR3,-8.521,5.113,-8.824,0.015,4.724,0.017,1
Gaia,DR3,5592878036014593408,111.0295331,-31.8915283,9.355,-0.026,0.714,2.1551,14.3961,19.23,15.34,3.11,2.652,A0.3,,,1.184,,Gaia_DR3,-8.243,4.662,-7.857,0.02,4.562,0.023,1
Gaia,DR3,5592858347883442560,110.6150295,-32.1156944,9.769,0.119,0.359,1.8447,12.2988,19.28,11.31,4.62,2.628,A3.5,,,0.95,,Gaia_DR3,-8.084,4.691,-7.986,0.015,4.865,0.018,1
Gaia,DR3,5590994740088658944,109.0721354,-34.2881652,19.089,3.241,3.359,0.9802,11.408,19.27,,,2.704,M4.7,,,1.074,,,-7.995,5.365,-9.909,0.205,5.439,0.259,1
Gaia,DR3,5589784250806568064,111.7839187,-35.4028838,10.211,0.289,1.059,1.9882,16.073,18.52,22.89,3.09,2.704,A6.4,,,1.055,,Gaia_DR3,-8.559,5.351,-8.034,0.017,5.055,0.018,1
Gaia,DR3,5592495096726291584,112.0486308,-33.2376867,14.293,1.452,3.105,1.708,11.3668,18.8,-12.3,16.41,2.629,K5.0,,,1.655,,Gaia_DR3,-8.376,4.79,-8.721,0.024,3.104,0.027,1
Gaia,DR3,5592839621826232576,110.8269827,-32.3427211,17.414,2.871,0.43,1.6725,16.0782,19.2,,,2.721,M3.8,,,1.027,,,-8.417,4.886,-8.172,0.064,4.855,0.077,1
Gaia,DR3,5590636166158136832,108.371597,-34.5123544,13.126,0.924,3.142,1.6002,16.0877,19.37,16.66,1.88,2.556,G8.5,,,1.027,,Gaia_DR3,-7.418,5.164,-5.881,0.011,5.874,0.011,1
Gaia,DR3,5602739899390096896,107.7233684,-33.8346602,19.542,2.856,3.119,2.0334,14.3819,19.61,,,2.674,M3.8,,,1.494,,,-7.623,5.321,-5.911,0.396,5.721,0.469,1
Gaia,DR3,5592590479361329024,111.4035474,-32.5092312,8.596,-0.103,2.193,1.7496,16.0879,19.05,6.53,2.41,2.562,B7.6,,,1.283,,Gaia_DR3,-8.037,4.587,-7.026,0.035,5.204,0.037,1
Gaia,DR3,5589994596823768704,111.4516385,-35.0555616,17.824,2.246,0.932,1.549,16.1673,18.65,,,2.727,M2.0,,,1.034,,,-8.565,5.361,-8.807,0.091,4.883,0.101,1
Gaia,DR3,5592413835945042432,111.4668754,-33.2575732,17.927,3.294,0.609,1.2682,16.182,18.93,,,2.737,M4.8,,,0.989,,,-8.598,5.038,-8.286,0.102,4.876,0.118,1
Gaia,DR3,5592499872729705728,111.8466979,-33.1885572,14.623,1.28,4.508,1.5779,10.988,18.85,21.19,5.7,2.614,K3.6,,,0.996,,Gaia_DR3,-8.287,4.769,-10.674,0.016,5.456,0.02,1
Gaia,DR3,5590758796065363968,109.247284,-34.7574678,11.925,0.801,1.176,1.1307,16.2267,19.15,9.66,4.03,2.541,G0.9,,,1.015,,Gaia_DR3,-7.547,5.112,-7.476,0.012,4.486,0.015,1
Gaia,DR3,5592864940648662016,110.7074564,-32.0269439,12.209,0.784,4.675,1.9482,16.232,19.28,26.41,6.65,2.709,G0.1,,,3.85,,Gaia_DR3,-8.352,4.812,-6.926,0.038,2.555,0.045,1
Gaia,DR3,5592862436692294016,110.5888378,-32.0045329,16.517,2.359,0.341,1.9497,13.4884,19.3,,,2.666,M2.6,,,1.042,,,-8.196,4.74,-8.089,0.041,4.581,0.048,1
Gaia,DR3,5590015457486859904,111.3872265,-34.845103,13.085,0.978,0.817,1.3638,10.6641,18.69,7.52,3.28,2.677,G9.9,,,0.928,,Gaia_DR3,-8.395,5.229,-7.963,0.01,5.067,0.011,1
Gaia,DR3,5592757811278905216,110.216339,-32.3197881,18.415,3.071,1.2,1.603,15.6742,19.34,,,2.72,M4.3,,,0.968,,,-8.286,4.927,-7.602,0.111,4.845,0.126,1
Gaia,DR3,5591525705427249664,111.5817001,-34.5299364,17.711,2.935,1.26,1.3156,15.6233,18.7,,,2.731,M4.0,,,1.022,,,-8.602,5.258,-9.315,0.079,5.128,0.093,1
Gaia,DR3,5592865803946587392,110.7151699,-31.9620528,17.57,2.753,0.901,2.0129,13.569,19.28,,,2.656,M3.6,,,1.027,,,-8.192,4.706,-7.698,0.071,4.602,0.082,1
Gaia,DR3,5592828111313001472,111.2768588,-31.9734858,11.142,0.538,0.395,2.1587,15.1488,19.16,17.66,1.77,2.604,F3.7,,,1.045,,Gaia_DR3,-8.142,4.573,-8.055,0.013,4.771,0.016,1
Gaia,DR3,5592834360484355584,111.3292172,-31.8983887,14.777,1.634,0.387,2.2456,14.9959,19.16,-47.61,6.26,2.625,K5.6,,,1.049,,Gaia_DR3,-8.218,4.592,-8.064,0.018,4.741,0.02,1
Gaia,DR3,5590712925815505152,109.9393846,-34.9115188,11.325,0.592,1.942,1.0074,15.0188,18.99,16.92,1.31,2.547,F5.1,,,0.912,,Gaia_DR3,-7.702,5.099,-6.953,0.014,5.824,0.015,1
Gaia,DR3,5592868307903011712,110.6609831,-31.9718891,12.521,0.812,0.48,1.9934,13.2423,19.29,21.16,2.37,2.646,G1.3,,,0.975,,Gaia_DR3,-8.15,4.694,-8.059,0.009,4.946,0.012,1
Gaia,DR3,5592848452278872832,111.0131226,-32.1589429,8.342,-0.0,1.805,1.8996,15.0236,19.19,19.9,1.82,2.696,A0.8,,,1.338,,Gaia_DR3,-8.378,4.792,-7.561,0.029,4.17,0.036,1
Gaia,DR3,5603053638167620096,108.5473894,-33.8280472,10.742,0.383,2.374,1.3508,15.0237,19.45,16.15,1.52,2.556,F0.0,,,1.129,,Gaia_DR3,-7.453,5.026,-6.604,0.016,5.983,0.018,1
Gaia,DR3,5592849964107356672,110.9800722,-32.0664003,12.825,0.873,0.349,1.9762,13.1249,19.21,15.66,2.69,2.631,G6.3,,,1.098,,Gaia_DR3,-8.166,4.66,-8.281,0.014,4.816,0.014,1
Gaia,DR3,5592846523828932352,110.9072768,-32.2254083,13.358,1.031,0.259,1.8058,13.0337,19.2,12.23,3.34,2.602,K1.5,,,0.94,,Gaia_DR3,-8.064,4.644,-8.173,0.011,4.736,0.012,1
Gaia,DR3,5592592021250205824,111.8088267,-32.7068183,20.122,3.155,3.884,1.8308,13.0284,18.93,,,2.605,M4.5,,,1.075,,,-8.251,4.669,-10.344,0.404,5.081,0.565,1
Gaia,DR3,5604885527620855296,110.4911224,-31.7017381,16.354,2.357,0.318,2.2369,15.0256,19.37,,,2.657,M2.5,,,1.041,,,-8.148,4.674,-8.273,0.04,4.8,0.046,1
Gaia,DR3,5592602917587505280,112.1248445,-32.4264649,17.243,2.752,0.753,2.2166,14.9317,18.91,,,2.658,M3.6,,,1.061,,,-8.482,4.687,-8.901,0.065,4.634,0.076,1
Gaia,DR3,5604807801589674624,109.2902424,-32.2129898,16.661,2.922,2.921,1.8617,15.0337,19.55,,,2.699,M3.9,,,3.012,,,-8.028,4.939,-9.497,0.308,5.715,0.367,1
Gaia,DR3,5592594465092059008,111.852346,-32.6346631,17.881,2.883,2.196,1.9066,14.8445,18.94,,,2.694,M3.9,,,0.991,,,-8.54,4.81,-9.764,0.092,5.05,0.118,1
Gaia,DR3,5590308747911883904,108.557153,-35.9212776,19.068,3.108,2.624,2.3969,18.3005,19.09,,,2.577,M4.4,,,1.064,,,-7.516,5.449,-7.278,0.192,6.855,0.223,1
Gaia,DR3,5604784750507564544,109.9641399,-32.1546095,13.786,1.366,1.084,1.7762,12.8518,19.42,23.86,7.07,2.602,K4.4,,,1.093,,Gaia_DR3,-7.875,4.701,-8.462,0.015,4.799,0.017,1
Gaia,DR3,5589974358941113856,110.8259858,-35.3882916,12.101,0.762,3.087,1.562,12.8479,18.72,19.43,0.96,2.692,F9.5,,,0.874,,Gaia_DR3,-8.324,5.405,-8.464,0.009,7.151,0.01,1
Gaia,DR3,5592850303400116864,111.0266654,-32.0268832,8.718,-0.001,0.323,2.027,14.6187,19.21,,,2.679,A0.8,,,1.057,,,-8.327,4.735,-8.322,0.026,4.553,0.03,1
Gaia,DR3,5604836148374774912,109.7179782,-32.0043001,17.017,-0.444,3.161,1.9552,15.1643,19.49,,,2.694,,,,0.97,,,-8.103,4.857,-8.161,0.059,6.651,0.066,1
Gaia,DR3,5604742556747843584,109.9791894,-32.4006043,15.181,1.798,1.97,1.5301,12.8326,19.38,21.38,9.3,2.693,K7.7,,,0.981,,Gaia_DR3,-8.155,4.912,-7.372,0.02,5.711,0.022,1
Gaia,DR3,5591250032949220608,112.4043569,-35.1797377,19.964,2.931,3.473,2.2284,14.7548,18.42,,,2.642,M4.0,,,1.07,,,-8.486,5.135,-6.739,0.445,4.305,0.446,1
Gaia,DR3,5592886935186690688,111.1503805,-31.7566079,13.166,0.94,0.387,2.3169,15.3444,19.22,12.57,2.48,2.635,G8.8,,,1.013,,Gaia_DR3,-8.213,4.597,-8.15,0.011,4.802,0.012,1
Gaia,DR3,5590340049632770944,109.0591387,-35.5969474,13.357,1.063,2.008,1.9073,15.3587,19.05,27.25,9.9,2.578,K1.8,,,0.947,,Gaia_DR3,-7.622,5.355,-6.948,0.012,6.213,0.013,1
Gaia,DR3,5592878173453615872,110.9521416,-31.937179,15.707,2.226,1.123,2.0907,15.423,19.24,,,2.592,M1.8,,,1.832,,,-8.04,4.57,-7.979,0.044,5.18,0.053,1
Gaia,DR3,5604814158143753600,109.4566041,-32.0947032,19.515,2.85,3.265,1.9231,15.4804,19.53,,,2.578,M3.8,,,1.043,,,-7.701,4.683,-6.928,0.261,6.28,0.328,1
Gaia,DR3,5591563599917988992,112.105104,-34.0946758,18.564,3.155,0.941,1.613,12.5705,18.66,,,2.685,M4.5,,,0.99,,,-8.563,5.045,-8.525,0.147,4.514,0.151,1
Gaia,DR3,5591699905000592768,112.5380834,-33.4910273,13.616,1.111,1.278,2.0163,13.3735,18.66,43.66,5.11,2.632,K2.1,,,1.02,,Gaia_DR3,-8.481,4.801,-9.001,0.013,4.319,0.015,1
Gaia,DR3,5591448911414722688,112.6682452,-34.3247945,13.829,1.122,4.261,2.1065,15.4962,18.5,20.99,3.11,2.592,K2.1,,,0.987,,Gaia_DR3,-8.377,4.866,-10.489,0.013,3.884,0.014,1
Gaia,DR3,5592860645683055616,110.4617959,-32.0956982,17.624,2.896,0.531,1.8429,12.3634,19.32,,,2.652,M3.9,,,1.001,,,-8.128,4.743,-8.243,0.071,5.017,0.082,1
Gaia,DR3,5592453693242782720,111.1338676,-33.3597512,16.538,2.484,0.728,0.9797,13.4086,18.98,,,2.721,M3.0,,,0.998,,,-8.48,5.056,-8.082,0.042,4.928,0.049,1
Gaia,DR3,5592893978933186048,110.9451465,-31.7212008,16.528,2.413,0.447,2.2954,15.5302,19.27,,,2.616,M2.8,,,0.952,,,-8.115,4.573,-8.111,0.041,4.82,0.046,1
Gaia,DR3,5591709461309353984,112.8832794,-33.2980928,17.571,,2.235,2.3439,15.5992,18.61,,,2.65,,,,1.105,,,-8.608,4.771,-9.769,0.147,4.311,0.326,1
Gaia,DR3,5591737567576190848,111.9849854,-33.3793165,16.791,2.624,0.354,1.6051,10.6248,18.79,,,2.638,M3.3,,,0.968,,,-8.392,4.838,-8.496,0.047,4.67,0.05,1
Gaia,DR3,5592713968260530944,110.2370613,-32.6574781,11.44,0.774,1.9,1.2661,10.8635,19.28,21.76,5.12,2.59,F9.7,,,3.528,,Gaia_DR3,-7.893,4.752,-8.563,0.049,5.543,0.054,1
Gaia,DR3,5591558450258749568,111.9184176,-34.2274253,10.919,0.691,3.484,1.4797,10.3818,18.68,36.8,1.13,2.662,F7.9,,,1.005,,Gaia_DR3,-8.452,5.041,-7.656,0.012,6.826,0.015,1
Gaia,DR3,5591198321540789760,109.7094972,-33.1741284,19.461,3.151,4.87,0.841,7.1903,19.31,,,2.606,M4.5,,,1.118,,,-7.834,4.916,-7.682,0.28,7.586,0.35,1
Gaia,DR3,5591580985945753344,111.5608798,-34.3214524,19.757,2.96,3.757,1.2183,13.8651,18.74,,,2.718,M4.0,,,1.005,,,-8.558,5.196,-8.674,0.305,7.346,0.385,1
Gaia,DR3,5604923662629096960,110.5631649,-31.5045643,11.82,0.649,0.759,2.4402,16.3428,19.38,19.75,2.56,2.622,F6.3,,,0.902,,Gaia_DR3,-8.055,4.57,-7.699,0.01,4.793,0.012,1
Gaia,DR3,5604929057110687488,110.4283057,-31.3893586,16.875,2.551,1.514,2.5423,17.4126,19.43,,,2.608,M3.2,,,1.017,,,-7.987,4.536,-8.819,0.061,4.523,0.067,1
Gaia,DR3,5592868346567243776,110.6842275,-31.9677228,15.415,2.504,0.363,2.0016,17.4493,19.29,,,2.561,M3.0,,,1.133,,,-7.894,4.541,-7.716,0.026,4.623,0.032,1
Gaia,DR3,5592720634050133760,109.7702947,-32.7498567,18.108,2.56,4.705,1.2192,9.0184,19.37,,,2.665,M3.2,,,0.978,,,-8.027,4.943,-5.387,0.098,4.798,0.118,1
Gaia,DR3,5592889993203281152,111.2430339,-31.6036722,10.916,0.474,0.623,2.4879,17.6197,19.22,19.75,2.62,2.596,F1.6,,,0.912,,Gaia_DR3,-8.111,4.494,-7.951,0.012,4.795,0.013,1
Gaia,DR3,5592750694520838144,110.1899641,-32.5459903,18.842,2.85,3.38,1.3764,17.62,19.31,,,2.536,M3.8,,,1.081,,,-7.72,4.637,-6.013,0.185,5.229,0.204,1
Gaia,DR3,5591578890002712832,111.3932645,-34.3050371,18.24,3.112,2.733,1.0823,17.6791,18.78,,,2.754,M4.4,,,1.013,,,-8.638,5.277,-7.077,0.117,5.567,0.142,1
Gaia,DR3,5591049651250573824,108.9917405,-34.0269267,14.073,1.616,2.467,0.983,8.6425,19.32,-9.9,6.08,2.677,K5.6,,,2.372,,Gaia_DR3,-7.9,5.268,-6.885,0.031,6.222,0.04,1
Gaia,DR3,5591510037386629248,111.9935777,-34.7002477,14.187,1.235,0.488,1.6949,17.7249,18.59,7.5,6.62,2.546,K3.2,,,1.047,,Gaia_DR3,-8.098,4.898,-8.31,0.014,4.744,0.017,1
Gaia,DR3,5592502651566288896,111.9793533,-33.0430135,17.586,2.795,0.491,1.7462,13.8138,18.85,,,2.586,M3.7,,,1.038,,,-8.225,4.682,-7.969,0.074,4.603,0.077,1
Gaia,DR3,5591043702716147200,109.0555823,-34.1489926,18.935,2.679,2.643,0.9512,7.7094,19.29,,,2.606,M3.5,,,1.059,,,-7.704,5.147,-7.628,0.181,6.597,0.217,1
Gaia,DR3,5603193585377883904,109.2911729,-33.1479138,18.129,,1.282,1.0662,17.7576,19.4,,,2.755,,,,1.015,,,-8.195,5.226,-8.844,0.199,5.59,0.18,1
Gaia,DR3,5591632697355314432,111.7621457,-33.8156809,18.909,3.332,3.037,1.3259,17.8104,18.78,,,2.534,M4.9,,,1.083,,,-8.016,4.739,-9.601,0.165,5.087,0.18,1
Gaia,DR3,5588217962135818240,112.7326697,-35.6034915,17.837,2.876,0.899,2.6937,17.8802,18.28,,,2.649,M3.8,,,0.959,,,-8.575,5.197,-8.408,0.079,4.723,0.087,1
Gaia,DR3,5592593503019358592,111.9149738,-32.6650062,18.121,3.225,0.604,1.9254,13.677,18.92,,,2.673,M4.7,,,0.99,,,-8.488,4.774,-8.151,0.105,4.725,0.138,1
Gaia,DR3,5591094383332435840,109.9349547,-33.7642603,12.388,0.776,2.648,0.2515,6.2928,19.17,16.93,1.87,2.595,F9.8,,,1.047,,Gaia_DR3,-7.848,4.987,-6.509,0.01,5.541,0.013,1
Gaia,DR3,5591420113652875136,113.4197653,-34.1076406,19.426,3.073,4.957,2.6996,17.9024,18.36,,,2.648,M4.3,,,1.053,,,-8.705,4.867,-6.017,0.289,4.212,0.296,1
Gaia,DR3,5592584775644704512,111.5607187,-32.64913,17.277,2.713,0.518,1.7238,13.7353,19.0,,,2.586,M3.5,,,1.047,,,-8.141,4.642,-8.198,0.06,4.919,0.071,1
Gaia,DR3,5592586145732651136,111.4892975,-32.5879245,18.657,3.367,2.434,1.7312,17.9548,19.02,,,2.738,M5.0,,,1.191,,,-8.605,4.909,-9.999,0.172,5.084,0.195,1
Gaia,DR3,5592818280122668032,111.666068,-32.0225177,12.341,0.804,1.035,2.2767,17.9589,19.07,14.26,2.83,2.708,G1.1,,,1.717,,Gaia_DR3,-8.55,4.736,-7.982,0.018,4.901,0.023,1
Gaia,DR3,5592844363470315904,110.7128125,-32.2150772,16.969,2.536,0.966,1.7667,18.0178,19.25,,,2.737,M3.1,,,1.008,,,-8.44,4.898,-7.89,0.056,4.988,0.07,1
Gaia,DR3,5591052945486304384,109.1228833,-33.9853145,18.455,3.169,1.533,0.8712,5.771,19.3,,,2.638,M4.5,,,1.102,,,-7.812,5.174,-8.627,0.136,4.923,0.158,1
Gaia,DR3,5592966306184262400,112.5665248,-32.0891975,18.186,2.88,0.668,2.7198,18.0356,18.86,,,2.631,M3.9,,,0.992,,,-8.485,4.543,-8.155,0.109,4.713,0.138,1
Gaia,DR3,5603045323111155584,108.2071779,-34.1172921,13.063,0.955,4.598,1.6388,18.0446,19.47,19.23,7.02,2.541,G9.2,,,3.644,,Gaia_DR3,-7.341,5.074,-5.309,0.033,6.465,0.033,1
Gaia,DR3,5592786467309312384,110.9449796,-32.4874731,12.086,0.86,0.228,1.5744,13.7514,19.16,19.75,3.75,2.701,G5.6,,,0.884,,Gaia_DR3,-8.379,4.869,-8.278,0.008,4.949,0.01,1
Gaia,DR3,5605156488517623936,109.6252391,-31.2744437,13.238,1.002,0.608,2.6874,18.1697,19.62,13.04,2.87,2.614,K0.8,,,0.981,,Gaia_DR3,-7.842,4.581,-7.757,0.01,4.905,0.012,1
Gaia,DR3,5592608926239222656,111.6391331,-32.5774962,18.458,3.183,1.188,1.8213,18.1943,18.99,,,2.546,M4.6,,,0.943,,,-8.033,4.553,-8.666,0.11,4.485,0.134,1
Gaia,DR3,5590871324209090688,110.109519,-34.3500657,12.894,0.898,3.507,0.4307,3.2161,19.04,39.44,3.37,2.647,G7.9,,,1.057,,Gaia_DR3,-8.041,5.182,-6.41,0.012,4.1,0.014,1
Gaia,DR3,5592813366680957824,111.7311133,-32.1541022,18.034,2.869,0.977,2.1996,18.1979,19.03,,,2.717,M3.8,,,0.979,,,-8.589,4.77,-8.045,0.103,4.642,0.12,1
Gaia,DR3,5604889410271447296,110.1921571,-31.8247008,11.638,0.644,1.858,2.0977,14.0167,19.42,15.09,0.9,2.625,F6.1,,,1.033,,Gaia_DR3,-7.99,4.664,-8.167,0.012,3.651,0.014,1
Gaia,DR3,5604956961518460288,110.2873566,-31.3052791,17.492,2.725,0.647,2.6189,17.3314,19.47,,,2.641,M3.5,,,1.021,,,-8.057,4.586,-7.757,0.074,4.785,0.086,1
Gaia,DR3,5592800073765519616,111.1084933,-32.2461666,17.329,2.715,0.611,1.8513,13.296,19.16,,,2.602,M3.5,,,1.062,,,-8.105,4.634,-8.091,0.068,4.299,0.076,1
Gaia,DR3,5592915694285731200,112.472723,-32.5261029,14.242,1.433,2.196,2.3787,16.5382,18.81,32.37,8.86,2.604,K4.9,,,1.155,,Gaia_DR3,-8.378,4.582,-9.353,0.016,3.873,0.018,1
Gaia,DR3,5592559727395814784,111.4735163,-32.953601,18.195,3.031,0.898,1.4563,10.3423,18.97,,,2.612,M4.2,,,0.859,,,-8.206,4.751,-8.697,0.108,4.695,0.124,1
Gaia,DR3,5591526495701204096,111.6518702,-34.4433853,14.374,1.279,1.902,1.3317,10.139,18.7,15.02,3.06,2.673,K3.6,,,0.972,,Gaia_DR3,-8.433,5.124,-9.351,0.015,5.677,0.018,1
Gaia,DR3,5590678802293868416,109.4480278,-35.3221127,18.938,3.101,2.338,1.5208,10.103,19.02,,,2.631,M4.4,,,1.045,,,-7.859,5.384,-9.092,0.157,5.785,0.191,1
Gaia,DR3,5590710585053036416,109.8998634,-35.0033416,17.899,3.053,0.71,1.1038,10.0318,18.98,,,2.59,M4.2,,,1.018,,,-7.826,5.206,-8.129,0.094,5.448,0.099,1
Gaia,DR3,5591603457217230464,111.3853637,-33.988279,17.53,3.027,0.648,1.0099,10.0128,18.83,,,2.586,M4.2,,,1.096,,,-8.108,4.898,-8.386,0.08,4.679,0.094,1
Gaia,DR3,5592864704434954368,110.7468444,-32.0001305,14.637,1.508,0.164,1.9821,13.6283,19.27,22.76,6.03,2.664,K5.3,,,1.049,,Gaia_DR3,-8.223,4.725,-8.289,0.018,4.789,0.019,1
Gaia,DR3,5592885526437269632,111.3377582,-31.6979537,13.919,1.198,0.477,2.4311,16.6668,19.19,14.57,4.6,2.609,K2.9,,,1.02,,Gaia_DR3,-8.17,4.527,-7.986,0.013,4.713,0.014,1
Gaia,DR3,5604916584519872000,110.9063992,-31.4014573,12.771,0.868,0.33,2.5959,17.3182,19.32,22.51,3.87,2.624,G5.9,,,0.931,,Gaia_DR3,-8.131,4.53,-8.162,0.01,4.71,0.012,1
Gaia,DR3,5592890302441260672,110.9184819,-31.8808575,16.057,2.387,0.355,2.1359,14.3363,19.25,,,2.655,M2.7,,,1.139,,,-8.23,4.673,-8.156,0.033,4.489,0.04,1
Gaia,DR3,5592355454450258688,111.3105143,-33.9160505,18.528,3.118,1.292,0.9461,16.7843,18.86,,,2.75,M4.4,,,0.936,,,-8.606,5.201,-7.948,0.134,4.842,0.174,1
Gaia,DR3,5592362360756536192,111.2593649,-33.7024028,11.392,0.612,1.2,0.9311,16.847,18.9,19.64,1.32,2.751,F5.4,,,0.903,,Gaia_DR3,-8.598,5.166,-7.921,0.014,5.33,0.019,1
Gaia,DR3,5592687236383347968,110.5329238,-32.6796581,16.725,2.486,0.367,1.2791,9.9983,19.22,,,2.601,M3.0,,,0.989,,,-7.985,4.753,-7.991,0.044,4.955,0.052,1
Gaia,DR3,5603537144106908544,107.9442077,-32.255744,19.889,2.311,3.294,2.5011,16.8562,19.82,,,2.617,M2.3,,,1.203,,,-7.507,4.892,-7.829,0.47,6.681,0.514,1
Gaia,DR3,5591644349604596864,112.6420651,-34.0293072,13.005,0.957,3.133,2.0524,13.6542,18.55,-12.54,1.29,2.629,G9.2,,,2.547,,Gaia_DR3,-8.491,4.883,-9.228,0.033,6.455,0.039,1
Gaia,DR3,5604898545660357888,110.4101021,-31.6288363,11.226,0.566,0.692,2.3023,16.5329,19.4,19.82,2.15,2.595,F4.6,,,1.156,,Gaia_DR3,-7.942,4.558,-7.686,0.015,4.837,0.018,1
Gaia,DR3,5591771721156734976,112.3493532,-33.0765771,15.857,2.526,0.407,2.0041,17.2909,18.76,,,2.563,M3.1,,,1.644,,,-8.223,4.617,-8.007,0.05,4.659,0.064,1
Gaia,DR3,5590776727551551744,109.7364351,-34.5458631,18.307,3.149,1.795,0.7194,9.604,19.09,,,2.696,M4.5,,,0.94,,,-8.112,5.346,-9.089,0.104,5.053,0.116,1
Gaia,DR3,5590892932187600512,109.8655761,-34.1210053,19.339,3.316,4.521,0.3214,10.3729,19.13,,,2.568,M4.9,,,0.941,,,-7.752,5.005,-5.423,0.224,5.758,0.266,1
